id_municipio,codigo_estado,codigo_municipio,nome_municipio,ddd_municipio
5540,15,8357,Vitória do Xingu,0
5541,41,28708,Vitorino,0
5542,21,13009,Vitorino Freire,0
5543,31,72103,Volta Grande,0
5544,33,6305,Volta Redonda,0
5545,35,57006,Votorantim,0
5546,35,57105,Votuporanga,0
5547,29,33406,Wagner,0
5548,22,11704,Wall Ferraz,0
5549,17,22081,Wanderlândia,0
5550,29,33455,Wanderley,0
5551,31,72202,Wenceslau Braz,0
5552,41,28500,Wenceslau Braz,0
5553,29,33505,Wenceslau Guimarães,0
5554,43,23770,Westfalia,0
5555,42,19408,Witmarsum,0
5556,17,22107,Xambioá,0
5557,41,28807,Xambrê,0
5558,43,23804,Xangri-lá,0
5559,42,19507,Xanxerê,0
5560,12,708,Xapuri,0
5561,42,19606,Xavantina,0
5562,42,19705,Xaxim,0
5563,26,16506,Xexéu,0
5564,15,8407,Xinguara,0
5565,29,33604,Xique-Xique,0
5566,25,17407,Zabelê,0
5567,35,57154,Zacarias,0
5568,21,14007,Zé Doca,0
5569,42,19853,Zortéa,0
